HCPCS,DESCRIPTION,RVU,FACTOR
78231,Serial salivary imaging,0.52,36.0896
78231,Serial salivary imaging,0.00,36.0896
78231,Serial salivary imaging,0.52,36.0896
78232,Salivary gland function exam,0.47,36.0896
78232,Salivary gland function exam,0.00,36.0896
78232,Salivary gland function exam,0.47,36.0896
78258,Esophageal motility study,0.74,36.0896
78258,Esophageal motility study,0.00,36.0896
78258,Esophageal motility study,0.74,36.0896
78261,Gastric mucosa imaging,0.69,36.0896
78261,Gastric mucosa imaging,0.00,36.0896
78261,Gastric mucosa imaging,0.69,36.0896
78262,Gastroesophageal reflux exam,0.68,36.0896
78262,Gastroesophageal reflux exam,0.00,36.0896
78262,Gastroesophageal reflux exam,0.68,36.0896
78264,Gastric emptying imag study,0.79,36.0896
78264,Gastric emptying imag study,0.00,36.0896
78264,Gastric emptying imag study,0.79,36.0896
78265,Gastric emptying imag study,0.98,36.0896
78265,Gastric emptying imag study,0.00,36.0896
78265,Gastric emptying imag study,0.98,36.0896
78266,Gastric emptying imag study,1.08,36.0896
78266,Gastric emptying imag study,0.00,36.0896
78266,Gastric emptying imag study,1.08,36.0896
78267,Breath tst attain/anal c-14,0.00,36.0896
78268,Breath test analysis c-14,0.00,36.0896
78278,Acute gi blood loss imaging,0.99,36.0896
78278,Acute gi blood loss imaging,0.00,36.0896
78278,Acute gi blood loss imaging,0.99,36.0896
78282,Gi protein loss exam,0.00,36.0896
78282,Gi protein loss exam,0.00,36.0896
78282,Gi protein loss exam,0.38,36.0896
78290,Meckels divert exam,0.68,36.0896
78290,Meckels divert exam,0.00,36.0896
78290,Meckels divert exam,0.68,36.0896
78291,Leveen/shunt patency exam,0.88,36.0896
78291,Leveen/shunt patency exam,0.00,36.0896
78291,Leveen/shunt patency exam,0.88,36.0896
78299,Gi nuclear procedure,0.00,36.0896
78299,Gi nuclear procedure,0.00,36.0896
78299,Gi nuclear procedure,0.00,36.0896
78300,Bone imaging limited area,0.62,36.0896
78300,Bone imaging limited area,0.00,36.0896
78300,Bone imaging limited area,0.62,36.0896
78305,Bone imaging multiple areas,0.83,36.0896
78305,Bone imaging multiple areas,0.00,36.0896
78305,Bone imaging multiple areas,0.83,36.0896
78306,Bone imaging whole body,0.86,36.0896
78306,Bone imaging whole body,0.00,36.0896
78306,Bone imaging whole body,0.86,36.0896
78315,Bone imaging 3 phase,1.02,36.0896
78315,Bone imaging 3 phase,0.00,36.0896
78315,Bone imaging 3 phase,1.02,36.0896
78350,Bone mineral single photon,0.22,36.0896
78350,Bone mineral single photon,0.00,36.0896
78350,Bone mineral single photon,0.22,36.0896
78351,Bone mineral dual photon,0.30,36.0896
78399,Musculoskeletal nuclear exam,0.00,36.0896
78399,Musculoskeletal nuclear exam,0.00,36.0896
78399,Musculoskeletal nuclear exam,0.00,36.0896
78414,Non-imaging heart function,0.00,36.0896
78414,Non-imaging heart function,0.00,36.0896
78414,Non-imaging heart function,0.45,36.0896
78428,Cardiac shunt imaging,0.78,36.0896
78428,Cardiac shunt imaging,0.00,36.0896
78428,Cardiac shunt imaging,0.78,36.0896
78429,Myocrd img pet 1 std w/ct,0.00,36.0896
78429,Myocrd img pet 1 std w/ct,0.00,36.0896
78429,Myocrd img pet 1 std w/ct,1.76,36.0896
78430,Myocrd img pet rst/strs w/ct,0.00,36.0896
78430,Myocrd img pet rst/strs w/ct,0.00,36.0896
78430,Myocrd img pet rst/strs w/ct,1.67,36.0896
78431,Myocrd img pet rst&strs ct,0.00,36.0896
78431,Myocrd img pet rst&strs ct,0.00,36.0896
78431,Myocrd img pet rst&strs ct,1.90,36.0896
78432,Myocrd img pet 2rtracer,0.00,36.0896
78432,Myocrd img pet 2rtracer,0.00,36.0896
78432,Myocrd img pet 2rtracer,2.07,36.0896
78433,Myocrd img pet 2rtracer ct,0.00,36.0896
78433,Myocrd img pet 2rtracer ct,0.00,36.0896
78433,Myocrd img pet 2rtracer ct,2.26,36.0896
78434,Aqmbf pet rest & rx stress,0.00,36.0896
78434,Aqmbf pet rest & rx stress,0.00,36.0896
78434,Aqmbf pet rest & rx stress,0.63,36.0896
78445,Vascular flow imaging,0.49,36.0896
78445,Vascular flow imaging,0.00,36.0896
78445,Vascular flow imaging,0.49,36.0896
78451,Ht muscle image spect sing,1.38,36.0896
78451,Ht muscle image spect sing,0.00,36.0896
78451,Ht muscle image spect sing,1.38,36.0896
78452,Ht muscle image spect mult,1.62,36.0896
78452,Ht muscle image spect mult,0.00,36.0896
78452,Ht muscle image spect mult,1.62,36.0896
78453,Ht muscle image planar sing,1.00,36.0896
78453,Ht muscle image planar sing,0.00,36.0896
78453,Ht muscle image planar sing,1.00,36.0896
78454,Ht musc image planar mult,1.34,36.0896
78454,Ht musc image planar mult,0.00,36.0896
78454,Ht musc image planar mult,1.34,36.0896
78456,Acute venous thrombus image,1.00,36.0896
78456,Acute venous thrombus image,0.00,36.0896
78456,Acute venous thrombus image,1.00,36.0896
78457,Venous thrombosis imaging,0.77,36.0896
78457,Venous thrombosis imaging,0.00,36.0896
78457,Venous thrombosis imaging,0.77,36.0896
78458,Ven thrombosis images bilat,0.90,36.0896
78458,Ven thrombosis images bilat,0.00,36.0896
78458,Ven thrombosis images bilat,0.90,36.0896
78459,Myocrd img pet single study,0.00,36.0896
78459,Myocrd img pet single study,0.00,36.0896
78459,Myocrd img pet single study,1.61,36.0896
78466,Heart infarct image,0.69,36.0896
78466,Heart infarct image,0.00,36.0896
78466,Heart infarct image,0.69,36.0896
78468,Heart infarct image (ef),0.80,36.0896
78468,Heart infarct image (ef),0.00,36.0896
78468,Heart infarct image (ef),0.80,36.0896
78469,Heart infarct image (3d),0.92,36.0896
78469,Heart infarct image (3d),0.00,36.0896
78469,Heart infarct image (3d),0.92,36.0896
78472,Gated heart planar single,0.98,36.0896
78472,Gated heart planar single,0.00,36.0896
78472,Gated heart planar single,0.98,36.0896
78473,Gated heart multiple,1.47,36.0896
78473,Gated heart multiple,0.00,36.0896
78473,Gated heart multiple,1.47,36.0896
78481,Heart first pass single,0.98,36.0896
78481,Heart first pass single,0.00,36.0896
78481,Heart first pass single,0.98,36.0896
78483,Heart first pass multiple,1.47,36.0896
78483,Heart first pass multiple,0.00,36.0896
78483,Heart first pass multiple,1.47,36.0896
78491,Myocrd img pet 1std rst/strs,0.00,36.0896
78491,Myocrd img pet 1std rst/strs,0.00,36.0896
78491,Myocrd img pet 1std rst/strs,1.56,36.0896
78492,Myocrd img pet mlt rst&strs,0.00,36.0896
78492,Myocrd img pet mlt rst&strs,0.00,36.0896
78492,Myocrd img pet mlt rst&strs,1.80,36.0896
78494,Heart image spect,1.19,36.0896
78494,Heart image spect,0.00,36.0896
78494,Heart image spect,1.19,36.0896
78496,Heart first pass add-on,0.50,36.0896
78496,Heart first pass add-on,0.00,36.0896
78496,Heart first pass add-on,0.50,36.0896
78499,Cardiovascular nuclear exam,0.00,36.0896
78499,Cardiovascular nuclear exam,0.00,36.0896
78499,Cardiovascular nuclear exam,0.00,36.0896
78579,Lung ventilation imaging,0.49,36.0896
78579,Lung ventilation imaging,0.00,36.0896
78579,Lung ventilation imaging,0.49,36.0896
78580,Lung perfusion imaging,0.74,36.0896
78580,Lung perfusion imaging,0.00,36.0896
78580,Lung perfusion imaging,0.74,36.0896
78582,Lung ventilat&perfus imaging,1.07,36.0896
78582,Lung ventilat&perfus imaging,0.00,36.0896
78582,Lung ventilat&perfus imaging,1.07,36.0896
78597,Lung perfusion differential,0.75,36.0896
78597,Lung perfusion differential,0.00,36.0896
78597,Lung perfusion differential,0.75,36.0896
78598,Lung perf&ventilat diferentl,0.85,36.0896
78598,Lung perf&ventilat diferentl,0.00,36.0896
78598,Lung perf&ventilat diferentl,0.85,36.0896
78599,Respiratory nuclear exam,0.00,36.0896
78599,Respiratory nuclear exam,0.00,36.0896
78599,Respiratory nuclear exam,0.00,36.0896
78600,Brain image < 4 views,0.44,36.0896
78600,Brain image < 4 views,0.00,36.0896
78600,Brain image < 4 views,0.44,36.0896
78601,Brain image w/flow < 4 views,0.51,36.0896
78601,Brain image w/flow < 4 views,0.00,36.0896
78601,Brain image w/flow < 4 views,0.51,36.0896
78605,Brain image 4+ views,0.53,36.0896
78605,Brain image 4+ views,0.00,36.0896
78605,Brain image 4+ views,0.53,36.0896
78606,Brain image w/flow 4 + views,0.64,36.0896
78606,Brain image w/flow 4 + views,0.00,36.0896
78606,Brain image w/flow 4 + views,0.64,36.0896
78608,Brain imaging (pet),0.00,36.0896
78608,Brain imaging (pet),0.00,36.0896
78608,Brain imaging (pet),1.50,36.0896
78609,Brain imaging (pet),1.50,36.0896
78609,Brain imaging (pet),0.00,36.0896
78609,Brain imaging (pet),1.50,36.0896
78610,Brain flow imaging only,0.30,36.0896
78610,Brain flow imaging only,0.00,36.0896
78610,Brain flow imaging only,0.30,36.0896
78630,Cerebrospinal fluid scan,0.68,36.0896
78630,Cerebrospinal fluid scan,0.00,36.0896
78630,Cerebrospinal fluid scan,0.68,36.0896
78635,Csf ventriculography,0.61,36.0896
78635,Csf ventriculography,0.00,36.0896
78635,Csf ventriculography,0.61,36.0896
78645,Csf shunt evaluation,0.57,36.0896
78645,Csf shunt evaluation,0.00,36.0896
78645,Csf shunt evaluation,0.57,36.0896
78650,Csf leakage imaging,0.61,36.0896
78650,Csf leakage imaging,0.00,36.0896
78650,Csf leakage imaging,0.61,36.0896
78660,Nuclear exam of tear flow,0.53,36.0896
78660,Nuclear exam of tear flow,0.00,36.0896
78660,Nuclear exam of tear flow,0.53,36.0896
78699,Nervous system nuclear exam,0.00,36.0896
78699,Nervous system nuclear exam,0.00,36.0896
78699,Nervous system nuclear exam,0.00,36.0896
78700,Kidney imaging morphol,0.45,36.0896
78700,Kidney imaging morphol,0.00,36.0896
78700,Kidney imaging morphol,0.45,36.0896
78701,Kidney imaging with flow,0.49,36.0896
78701,Kidney imaging with flow,0.00,36.0896
78701,Kidney imaging with flow,0.49,36.0896
78707,K flow/funct image w/o drug,0.96,36.0896
78707,K flow/funct image w/o drug,0.00,36.0896
78707,K flow/funct image w/o drug,0.96,36.0896
78708,K flow/funct image w/drug,1.21,36.0896
78708,K flow/funct image w/drug,0.00,36.0896
78708,K flow/funct image w/drug,1.21,36.0896
78709,K flow/funct image multiple,1.41,36.0896
78709,K flow/funct image multiple,0.00,36.0896
78709,K flow/funct image multiple,1.41,36.0896
78725,Kidney function study,0.38,36.0896
78725,Kidney function study,0.00,36.0896
78725,Kidney function study,0.38,36.0896
78730,Urinary bladder retention,0.15,36.0896
78730,Urinary bladder retention,0.00,36.0896
78730,Urinary bladder retention,0.15,36.0896
78740,Ureteral reflux study,0.57,36.0896
78740,Ureteral reflux study,0.00,36.0896
78740,Ureteral reflux study,0.57,36.0896
78761,Testicular imaging w/flow,0.71,36.0896
78761,Testicular imaging w/flow,0.00,36.0896
78761,Testicular imaging w/flow,0.71,36.0896
78799,Genitourinary nuclear exam,0.00,36.0896
78799,Genitourinary nuclear exam,0.00,36.0896
78799,Genitourinary nuclear exam,0.00,36.0896
78800,Rp loclzj tum 1 area 1 d img,0.64,36.0896
78800,Rp loclzj tum 1 area 1 d img,0.00,36.0896
78800,Rp loclzj tum 1 area 1 d img,0.64,36.0896
78801,Rp loclzj tum 2+area 1+d img,0.73,36.0896
78801,Rp loclzj tum 2+area 1+d img,0.00,36.0896
78801,Rp loclzj tum 2+area 1+d img,0.73,36.0896
78802,Rp loclzj tum whbdy 1 d img,0.80,36.0896
78802,Rp loclzj tum whbdy 1 d img,0.00,36.0896
78802,Rp loclzj tum whbdy 1 d img,0.80,36.0896
78803,Rp loclzj tum spect 1 area,1.09,36.0896
78803,Rp loclzj tum spect 1 area,0.00,36.0896
78803,Rp loclzj tum spect 1 area,1.09,36.0896
78804,Rp loclzj tum whbdy 2+d img,1.01,36.0896
78804,Rp loclzj tum whbdy 2+d img,0.00,36.0896
78804,Rp loclzj tum whbdy 2+d img,1.01,36.0896
78808,Iv inj ra drug dx study,0.18,36.0896
78811,Pet image ltd area,0.00,36.0896
78811,Pet image ltd area,0.00,36.0896
78811,Pet image ltd area,1.54,36.0896
78812,Pet image skull-thigh,0.00,36.0896
78812,Pet image skull-thigh,0.00,36.0896
78812,Pet image skull-thigh,1.93,36.0896
78813,Pet image full body,0.00,36.0896
78813,Pet image full body,0.00,36.0896
78813,Pet image full body,2.00,36.0896
78814,Pet image w/ct lmtd,0.00,36.0896
78814,Pet image w/ct lmtd,0.00,36.0896
78814,Pet image w/ct lmtd,2.20,36.0896
78815,Pet image w/ct skull-thigh,0.00,36.0896
78815,Pet image w/ct skull-thigh,0.00,36.0896
78815,Pet image w/ct skull-thigh,2.44,36.0896
78816,Pet image w/ct full body,0.00,36.0896
78816,Pet image w/ct full body,0.00,36.0896
78816,Pet image w/ct full body,2.50,36.0896
78830,Rp loclzj tum spect w/ct 1,1.49,36.0896
78830,Rp loclzj tum spect w/ct 1,0.00,36.0896
78830,Rp loclzj tum spect w/ct 1,1.49,36.0896
78831,Rp loclzj tum spect 2 areas,1.82,36.0896
78831,Rp loclzj tum spect 2 areas,0.00,36.0896
78831,Rp loclzj tum spect 2 areas,1.82,36.0896
78832,Rp loclzj tum spect w/ct 2,2.12,36.0896
78832,Rp loclzj tum spect w/ct 2,0.00,36.0896
78832,Rp loclzj tum spect w/ct 2,2.12,36.0896
78835,Rp quan meas single area,0.47,36.0896
78835,Rp quan meas single area,0.00,36.0896
78835,Rp quan meas single area,0.47,36.0896
78999,Nuclear diagnostic exam,0.00,36.0896
78999,Nuclear diagnostic exam,0.00,36.0896
78999,Nuclear diagnostic exam,0.00,36.0896
79005,Nuclear rx oral admin,1.80,36.0896
79005,Nuclear rx oral admin,0.00,36.0896
79005,Nuclear rx oral admin,1.80,36.0896
79101,Nuclear rx iv admin,1.96,36.0896
79101,Nuclear rx iv admin,0.00,36.0896
79101,Nuclear rx iv admin,1.96,36.0896
79200,Nuclear rx intracav admin,1.99,36.0896
79200,Nuclear rx intracav admin,0.00,36.0896
79200,Nuclear rx intracav admin,1.99,36.0896
79300,Nuclr rx interstit colloid,0.00,36.0896
79300,Nuclr rx interstit colloid,0.00,36.0896
79300,Nuclr rx interstit colloid,1.60,36.0896
79403,Hematopoietic nuclear tx,2.25,36.0896
79403,Hematopoietic nuclear tx,0.00,36.0896
79403,Hematopoietic nuclear tx,2.25,36.0896
79440,Nuclear rx intra-articular,1.99,36.0896
79440,Nuclear rx intra-articular,0.00,36.0896
79440,Nuclear rx intra-articular,1.99,36.0896
79445,Nuclear rx intra-arterial,0.00,36.0896
79445,Nuclear rx intra-arterial,0.00,36.0896
79445,Nuclear rx intra-arterial,2.40,36.0896
79999,Nuclear medicine therapy,0.00,36.0896
79999,Nuclear medicine therapy,0.00,36.0896
79999,Nuclear medicine therapy,0.00,36.0896
80047,Metabolic panel ionized ca,0.00,36.0896
80048,Metabolic panel total ca,0.00,36.0896
80050,General health panel,0.00,36.0896
80051,Electrolyte panel,0.00,36.0896
80053,Comprehen metabolic panel,0.00,36.0896
80055,Obstetric panel,0.00,36.0896
80061,Lipid panel,0.00,36.0896
80069,Renal function panel,0.00,36.0896
80074,Acute hepatitis panel,0.00,36.0896
80076,Hepatic function panel,0.00,36.0896
80081,Obstetric panel,0.00,36.0896
80145,Drug assay adalimumab,0.00,36.0896
80150,Assay of amikacin,0.00,36.0896
80155,Drug assay caffeine,0.00,36.0896
80156,Assay carbamazepine total,0.00,36.0896
80157,Assay carbamazepine free,0.00,36.0896
80158,Drug assay cyclosporine,0.00,36.0896
80159,Drug assay clozapine,0.00,36.0896
80162,Assay of digoxin total,0.00,36.0896
80163,Assay of digoxin free,0.00,36.0896
80164,Assay dipropylacetic acd tot,0.00,36.0896
80165,Dipropylacetic acid free,0.00,36.0896
80168,Assay of ethosuximide,0.00,36.0896
80169,Drug assay everolimus,0.00,36.0896
80170,Assay of gentamicin,0.00,36.0896
80171,Drug screen quant gabapentin,0.00,36.0896
80173,Assay of haloperidol,0.00,36.0896
80175,Drug screen quan lamotrigine,0.00,36.0896
80176,Assay of lidocaine,0.00,36.0896
80177,Drug scrn quan levetiracetam,0.00,36.0896
80178,Assay of lithium,0.00,36.0896
80180,Drug scrn quan mycophenolate,0.00,36.0896
80183,Drug scrn quant oxcarbazepin,0.00,36.0896
80184,Assay of phenobarbital,0.00,36.0896
80185,Assay of phenytoin total,0.00,36.0896
80186,Assay of phenytoin free,0.00,36.0896
80187,Drug assay posaconazole,0.00,36.0896
80188,Assay of primidone,0.00,36.0896
80190,Assay of procainamide,0.00,36.0896
80192,Assay of procainamide,0.00,36.0896
80194,Assay of quinidine,0.00,36.0896
80195,Assay of sirolimus,0.00,36.0896
80197,Assay of tacrolimus,0.00,36.0896
80198,Assay of theophylline,0.00,36.0896
80199,Drug screen quant tiagabine,0.00,36.0896
80200,Assay of tobramycin,0.00,36.0896
80201,Assay of topiramate,0.00,36.0896
80202,Assay of vancomycin,0.00,36.0896
80203,Drug screen quant zonisamide,0.00,36.0896
80230,Drug assay infliximab,0.00,36.0896
80235,Drug assay lacosamide,0.00,36.0896
80280,Drug assay vedolizumab,0.00,36.0896
80285,Drug assay voriconazole,0.00,36.0896
80299,Quantitative assay drug,0.00,36.0896
80305,Drug test prsmv dir opt obs,0.00,36.0896
80306,Drug test prsmv instrmnt,0.00,36.0896
80307,Drug test prsmv chem anlyzr,0.00,36.0896
80320,Drug screen quantalcohols,0.00,36.0896
80321,Alcohols biomarkers 1or 2,0.00,36.0896
80322,Alcohols biomarkers 3/more,0.00,36.0896
80323,Alkaloids nos,0.00,36.0896
80324,Drug screen amphetamines 1/2,0.00,36.0896
80325,Amphetamines 3or 4,0.00,36.0896
80326,Amphetamines 5 or more,0.00,36.0896
80327,Anabolic steroid 1 or 2,0.00,36.0896
80328,Anabolic steroid 3 or more,0.00,36.0896
80329,Analgesics non-opioid 1 or 2,0.00,36.0896
80330,Analgesics non-opioid 3-5,0.00,36.0896
80331,Analgesics non-opioid 6/more,0.00,36.0896
80332,Antidepressants class 1 or 2,0.00,36.0896
80333,Antidepressants class 3-5,0.00,36.0896
80334,Antidepressants class 6/more,0.00,36.0896
80335,Antidepressant tricyclic 1/2,0.00,36.0896
80336,Antidepressant tricyclic 3-5,0.00,36.0896
80337,Tricyclic & cyclicals 6/more,0.00,36.0896
80338,Antidepressant not specified,0.00,36.0896
80339,Antiepileptics nos 1-3,0.00,36.0896
80340,Antiepileptics nos 4-6,0.00,36.0896
80341,Antiepileptics nos 7/more,0.00,36.0896
80342,Antipsychotics nos 1-3,0.00,36.0896
80343,Antipsychotics nos 4-6,0.00,36.0896
80344,Antipsychotics nos 7/more,0.00,36.0896
80345,Drug screening barbiturates,0.00,36.0896
80346,Benzodiazepines1-12,0.00,36.0896
80347,Benzodiazepines 13 or more,0.00,36.0896
80348,Drug screening buprenorphine,0.00,36.0896
80349,Cannabinoids natural,0.00,36.0896
80350,Cannabinoids synthetic 1-3,0.00,36.0896
80351,Cannabinoids synthetic 4-6,0.00,36.0896
80352,Cannabinoid synthetic 7/more,0.00,36.0896
80353,Drug screening cocaine,0.00,36.0896
80354,Drug screening fentanyl,0.00,36.0896
80355,Gabapentin non-blood,0.00,36.0896
80356,Heroin metabolite,0.00,36.0896
80357,Ketamine and norketamine,0.00,36.0896
80358,Drug screening methadone,0.00,36.0896
80359,Methylenedioxyamphetamines,0.00,36.0896
80360,Methylphenidate,0.00,36.0896
80361,Opiates 1 or more,0.00,36.0896
80362,Opioids & opiate analogs 1/2,0.00,36.0896
80363,Opioids & opiate analogs 3/4,0.00,36.0896
80364,Opioid &opiate analog 5/more,0.00,36.0896
80365,Drug screening oxycodone,0.00,36.0896
80366,Drug screening pregabalin,0.00,36.0896
80367,Drug screening propoxyphene,0.00,36.0896
80368,Sedative hypnotics,0.00,36.0896
80369,Skeletal muscle relaxant 1/2,0.00,36.0896
80370,Skel musc relaxant 3 or more,0.00,36.0896
80371,Stimulants synthetic,0.00,36.0896
80372,Drug screening tapentadol,0.00,36.0896
80373,Drug screening tramadol,0.00,36.0896
80374,Stereoisomer analysis,0.00,36.0896
80375,Drug/substance nos 1-3,0.00,36.0896
80376,Drug/substance nos 4-6,0.00,36.0896
80377,Drug/substance nos 7/more,0.00,36.0896
80400,Acth stimulation panel,0.00,36.0896
80402,Acth stimulation panel,0.00,36.0896
80406,Acth stimulation panel,0.00,36.0896
80408,Aldosterone suppression eval,0.00,36.0896
80410,Calcitonin stimul panel,0.00,36.0896
80412,Crh stimulation panel,0.00,36.0896
80414,Testosterone response,0.00,36.0896
80415,Estradiol response panel,0.00,36.0896
80416,Renin stimulation panel,0.00,36.0896
80417,Renin stimulation panel,0.00,36.0896
80418,Pituitary evaluation panel,0.00,36.0896
80420,Dexamethasone panel,0.00,36.0896
80422,Glucagon tolerance panel,0.00,36.0896
80424,Glucagon tolerance panel,0.00,36.0896
80426,Gonadotropin hormone panel,0.00,36.0896
80428,Growth hormone panel,0.00,36.0896
80430,Growth hormone panel,0.00,36.0896
80432,Insulin suppression panel,0.00,36.0896
80434,Insulin tolerance panel,0.00,36.0896
80435,Insulin tolerance panel,0.00,36.0896
80436,Metyrapone panel,0.00,36.0896
80438,Trh stimulation panel,0.00,36.0896
80439,Trh stimulation panel,0.00,36.0896
80500,Lab pathology consultation,0.37,36.0896
80502,Lab pathology consultation,1.33,36.0896
81000,Urinalysis nonauto w/scope,0.00,36.0896
81001,Urinalysis auto w/scope,0.00,36.0896
81002,Urinalysis nonauto w/o scope,0.00,36.0896
81003,Urinalysis auto w/o scope,0.00,36.0896
81005,Urinalysis,0.00,36.0896
81007,Urine screen for bacteria,0.00,36.0896
81015,Microscopic exam of urine,0.00,36.0896
81020,Urinalysis glass test,0.00,36.0896
81025,Urine pregnancy test,0.00,36.0896
81050,Urinalysis volume measure,0.00,36.0896
81099,Urinalysis test procedure,0.00,36.0896
81105,Hpa-1 genotyping,0.00,36.0896
81106,Hpa-2 genotyping,0.00,36.0896
81107,Hpa-3 genotyping,0.00,36.0896
81108,Hpa-4 genotyping,0.00,36.0896
81109,Hpa-5 genotyping,0.00,36.0896
81110,Hpa-6 genotyping,0.00,36.0896
81111,Hpa-9 genotyping,0.00,36.0896
81112,Hpa-15 genotyping,0.00,36.0896
81120,Idh1 common variants,0.00,36.0896
81121,Idh2 common variants,0.00,36.0896
81161,Dmd dup/delet analysis,0.00,36.0896
81162,Brca1&2 gen full seq dup/del,0.00,36.0896
81163,Brca1&2 gene full seq alys,0.00,36.0896
81164,Brca1&2 gen ful dup/del alys,0.00,36.0896
81165,Brca1 gene full seq alys,0.00,36.0896
81166,Brca1 gene full dup/del alys,0.00,36.0896
81167,Brca2 gene full dup/del alys,0.00,36.0896
81170,Abl1 gene,0.00,36.0896
81171,Aff2 gene detc abnor alleles,0.00,36.0896
81172,Aff2 gene charac alleles,0.00,36.0896
81173,Ar gene full gene sequence,0.00,36.0896
81174,Ar gene known famil variant,0.00,36.0896
81175,Asxl1 full gene sequence,0.00,36.0896
81176,Asxl1 gene target seq alys,0.00,36.0896
81177,Atn1 gene detc abnor alleles,0.00,36.0896
81178,Atxn1 gene detc abnor allele,0.00,36.0896
81179,Atxn2 gene detc abnor allele,0.00,36.0896
81180,Atxn3 gene detc abnor allele,0.00,36.0896
81181,Atxn7 gene detc abnor allele,0.00,36.0896
81182,Atxn8os gen detc abnor allel,0.00,36.0896
81183,Atxn10 gene detc abnor allel,0.00,36.0896
81184,Cacna1a gen detc abnor allel,0.00,36.0896
81185,Cacna1a gene full gene seq,0.00,36.0896
81186,Cacna1a gen known famil vrnt,0.00,36.0896
81187,Cnbp gene detc abnor allele,0.00,36.0896
81188,Cstb gene detc abnor allele,0.00,36.0896
81189,Cstb gene full gene sequence,0.00,36.0896
81190,Cstb gene known famil vrnt,0.00,36.0896
81200,Aspa gene,0.00,36.0896
81201,Apc gene full sequence,0.00,36.0896
81202,Apc gene known fam variants,0.00,36.0896
81203,Apc gene dup/delet variants,0.00,36.0896
81204,Ar gene charac alleles,0.00,36.0896
81205,Bckdhb gene,0.00,36.0896
81206,Bcr/abl1 gene major bp,0.00,36.0896
81207,Bcr/abl1 gene minor bp,0.00,36.0896
81208,Bcr/abl1 gene other bp,0.00,36.0896
81209,Blm gene,0.00,36.0896
81210,Braf gene,0.00,36.0896
81212,Brca1&2 185&5385&6174 vrnt,0.00,36.0896
81215,Brca1 gene known famil vrnt,0.00,36.0896
81216,Brca2 gene full seq alys,0.00,36.0896
81217,Brca2 gene known famil vrnt,0.00,36.0896
81218,Cebpa gene full sequence,0.00,36.0896
81219,Calr gene com variants,0.00,36.0896
81220,Cftr gene com variants,0.00,36.0896
81221,Cftr gene known fam variants,0.00,36.0896
81222,Cftr gene dup/delet variants,0.00,36.0896
81223,Cftr gene full sequence,0.00,36.0896
81224,Cftr gene intron poly t,0.00,36.0896
81225,Cyp2c19 gene com variants,0.00,36.0896
81226,Cyp2d6 gene com variants,0.00,36.0896
81227,Cyp2c9 gene com variants,0.00,36.0896
81228,Cytogen micrarray copy nmbr,0.00,36.0896
81229,Cytogen m array copy no&snp,0.00,36.0896
81230,Cyp3a4 gene common variants,0.00,36.0896
81231,Cyp3a5 gene common variants,0.00,36.0896
81232,Dpyd gene common variants,0.00,36.0896
81233,Btk gene common variants,0.00,36.0896
81234,Dmpk gene detc abnor allele,0.00,36.0896
81235,Egfr gene com variants,0.00,36.0896
81236,Ezh2 gene full gene sequence,0.00,36.0896
81237,Ezh2 gene common variants,0.00,36.0896
81238,F9 full gene sequence,0.00,36.0896
81239,Dmpk gene charac alleles,0.00,36.0896
81240,F2 gene,0.00,36.0896
81241,F5 gene,0.00,36.0896
81242,Fancc gene,0.00,36.0896
81243,Fmr1 gene detection,0.00,36.0896
81244,Fmr1 gene charac alleles,0.00,36.0896
81245,Flt3 gene,0.00,36.0896
81246,Flt3 gene analysis,0.00,36.0896
81247,G6pd gene alys cmn variant,0.00,36.0896
81248,G6pd known familial variant,0.00,36.0896
81249,G6pd full gene sequence,0.00,36.0896
81250,G6pc gene,0.00,36.0896
81251,Gba gene,0.00,36.0896
81252,Gjb2 gene full sequence,0.00,36.0896
81253,Gjb2 gene known fam variants,0.00,36.0896
81254,Gjb6 gene com variants,0.00,36.0896
81255,Hexa gene,0.00,36.0896
81256,Hfe gene,0.00,36.0896
81257,Hba1/hba2 gene,0.00,36.0896
81258,Hba1/hba2 gene fam vrnt,0.00,36.0896
81259,Hba1/hba2 full gene sequence,0.00,36.0896
81260,Ikbkap gene,0.00,36.0896
81261,Igh gene rearrange amp meth,0.00,36.0896
81262,Igh gene rearrang dir probe,0.00,36.0896
81263,Igh vari regional mutation,0.00,36.0896
81264,Igk rearrangeabn clonal pop,0.00,36.0896
81265,Str markers specimen anal,0.00,36.0896
81266,Str markers spec anal addl,0.00,36.0896
81267,Chimerism anal no cell selec,0.00,36.0896
81268,Chimerism anal w/cell select,0.00,36.0896
81269,Hba1/hba2 gene dup/del vrnts,0.00,36.0896
81270,Jak2 gene,0.00,36.0896
81271,Htt gene detc abnor alleles,0.00,36.0896
81272,Kit gene targeted seq analys,0.00,36.0896
81273,Kit gene analys d816 variant,0.00,36.0896
81274,Htt gene charac alleles,0.00,36.0896
81275,Kras gene variants exon 2,0.00,36.0896
81276,Kras gene addl variants,0.00,36.0896
81277,Cytogenomic neo microra alys,0.00,36.0896
81283,Ifnl3 gene,0.00,36.0896
81284,Fxn gene detc abnor alleles,0.00,36.0896
81285,Fxn gene charac alleles,0.00,36.0896
81286,Fxn gene full gene sequence,0.00,36.0896
81287,Mgmt gene prmtr mthyltn alys,0.00,36.0896
81288,Mlh1 gene,0.00,36.0896
81289,Fxn gene known famil variant,0.00,36.0896
